id,athleteName,year,nationality,sport,reviewStatus,sourceLocator,sourceUrl
usada-e13aa658e684,Nina Cutro-Kelly,2022,美國,柔道,core_checked,U.S. Judo Athlete Nina Cutro-Kelly Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/nina-cutro-kelly-accepts-doping-sanction/
usada-5c5d5188ddf0,Alyssa Wilson,2023,美國,田徑,core_checked,U.S. Track & Field Athlete Alyssa Wilson Accepts Public Warning：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/alyssa-wilson-accepts-public-warning/
usada-7e6f399372a6,Allison Ostrander,2023,美國,田徑,core_checked,U.S. Track & Field Athlete Allison Ostrander Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/track-field/allison-ostrander-accepts-doping-sanction/
usada-79470a91247a,Roger Whitham,2023,美國,自行車,core_checked,U.S. Cycling Athlete Roger Whitham Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/roger-whitham-accepts-doping-sanction/
usada-ea30e84daaab,Chad Olsen,2023,美國,舉重,core_checked,U.S. Weightlifting Athlete Chad Olsen Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/chad-olen-accepts-doping-sanction/
usada-8acc4528cb6b,Addie Bracy,2023,美國,田徑／超級馬拉松,core_checked,U.S. Ultrarunning and Track & Field Athlete Addie Bracy Accepts Public Warning：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/addie-bracy-accepts-public-warning/
usada-b03e0386a601,Katerina Brim,2022,美國,帕拉自行車,core_checked,U.S. Paralympic Cycling Athlete Katerina Brim Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/katerina-brim-accepts-doping-sanction/
usada-b6074d0cf1fc,Lindsey Corrigan,2022,美國,跆拳道,core_checked,U.S. Taekwondo Athlete Lindsey Corrigan Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/lindsey-corrigan-accepts-doping-sanction/
usada-3e2c75f84c3d,Breanna Clark,2023,美國,帕拉田徑,core_checked,U.S. Paralympic Track & Field Athlete Breanna Clark Accepts Public Warning：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/breanna-clark-accepts-public-warning/
usada-8fb29d61bbde,Tyler Burdick,2023,美國,帕拉單板滑雪,core_checked,U.S. Paralympic Snowboard Athlete Tyler Burdick Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/tyler-burdick-accepts-doping-sanction/
usada-88685d4069ae,Keiser Witte,2022,美國,舉重,core_checked,U.S. Weightlifting Athlete Keiser Witte Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/keiser-witte-accepts-doping-sanction/
usada-5f1f4ed8c4a9,Alejandra Echeverri,2022,美國,自行車,core_checked,U.S. Cycling Athlete Alejandra Echeverri Accepts 12-Month Sanction for Anti-Doping Rule Violations：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/alejandra-echeverri-accepts-doping-sanction/
usada-d7d75c2efaf9,Sidney Andrew,2022,美國,自行車,core_checked,U.S. Cycling Athlete Sidney Andrew Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/sidney-andrew-accepts-doping-sanction/
usada-a37e4ef92abb,Christian Rodriguez Ocasio,2022,美國,舉重,core_checked,U.S. Weightlifting Athlete Christian Rodriguez Ocasio Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/christian-rodriguez-ocasio-accepts-doping-sanction/
usada-091e5bf27388,Lindsey Scherf,2021,美國,田徑,core_checked,U.S. Track & Field Athlete Lindsey Scherf Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/lindsey-scherf-accepts-doping-sanction/
usada-0265c80a975c,Hassan Mead,2022,美國,田徑,core_checked,U.S. Track & Field Athlete Hassan Mead Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/hassan-mead-accepts-doping-sanction/
usada-1c34e76fa2a0,Aja Evans,2022,美國,雪車,core_checked,U.S. Bobsled Athlete Aja Evans Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/aja-evans-accepts-doping-sanction/
usada-05a51bc91d1e,Garrett Scantling,2022,美國,田徑,core_checked,U.S. Track and Field Athlete Garrett Scantling Accepts Sanction for Anti-Doping Rule Violations：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/garrett-scantling-accepts-doping-violation/
usada-365cbd5fbcea,Arika Skoog,2022,美國,拳擊,core_checked,U.S. Boxing Athlete Arika Skoog Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/arika-skoog-accepts-doping-sanction/
usada-13e15093f36a,Catarina Guimarães,2022,美國,帕拉田徑,core_checked,U.S. Paralympic Track & Field Athlete Catarina Guimarães Accepts Public Warning：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/catarina-guimaraes-accepts-public-warning/
usada-3b36b9d0fea7,Richard Browne,2022,美國,帕拉田徑,core_checked,U.S. Paralympic Track & Field Athlete Richard Browne Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/richard-browne-accepts-doping-sanction/
usada-77feffe8dfef,Nelson Trujillo,2022,美國,自行車,core_checked,U.S. Cycling Athlete Nelson Trujillo Accepts Sanction for Anti-Doping Rule Violations：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/nelson-trujillo-accepts-doping-sanction/
usada-06ec1067d02c,Clint Jordan,2022,美國,舉重,core_checked,U.S. Weightlifting Athlete Clint Jordan Receives Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/clint-jordan-receives-doping-sanction/
usada-b0f378938e1f,Gregory Walker,2022,美國,帕拉田徑,core_checked,U.S. Paralympic Track & Field Athlete Gregory Walker Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/gregory-walker-accepts-doping-sanction/
usada-edbbe5e82ff0,Riekert Hattingh,2022,美國,橄欖球,core_checked,U.S. Rugby Athlete Riekert Hattingh Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/riekert-hattingh-accepts-doping-sanction/
usada-ad29940bbb3c,"Jackson ""Huntley"" Nash",2021,美國,自行車,core_checked,U.S. Cycling Athlete Jackson “Huntley” Nash Receives Lifetime Sanction for Anti-Doping Rule Violations：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/jackson-huntley-nash-receives-doping-sanction/
usada-06a9eec196b6,Lucas Howes,2022,美國,自行車,core_checked,U.S. BMX Athlete Lucas Howes Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/lucas-howes-accepts-doping-sanction/
usada-cbc321b291f0,Wyatt Struxness,2022,美國,地板滾球,core_checked,U.S. Boccia Athlete Wyatt Struxness Accepts Public Warning：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/wyatt-struxness-accepts-public-warning/
usada-2a3f0160a9f3,Andrii Monastyrskyi,2022,美國,輕艇,core_checked,U.S. Canoe Athlete Andrii Monastyrskyi Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/andrii-monastyrskyi-accepts-doping-sanction/
usada-10e9f0a6f725,Erik Kynard,2022,美國,田徑,core_checked,U.S. Track & Field Athlete Erik Kynard Jr. Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/erik-kynard-accepts-doping-sanction/
usada-73473ebf3acd,Ana Irizarry,2022,美國,田徑,core_checked,U.S. Track & Field Athlete Ana Irizarry Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/ana-irizarry-accepts-doping-sanction/
usada-a11b3068ba54,Hanncer Valdes,2022,美國,自行車,core_checked,U.S. Cycling Athlete Hanncer Valdes Receives Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/hanncer-valdes-receives-doping-sanction/
usada-f3337bee1348,Geony Borrego Lee,2022,美國,自行車,core_checked,U.S. Cycling Athlete Geony Borrego Lee Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/geony-borrego-accepts-doping-sanction/
usada-9e3ec5e00217,Isabel Gormley,2021,美國,游泳,core_checked,U.S. Swimming Athlete Isabel Gormley Accepts Sanction for Whereabouts Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/isabel-gormley-accepts-sanction/
usada-a065a9e92dd5,Dryden McKay,2022,美國,冰球,core_checked,U.S. Hockey Athlete Dryden McKay Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/dryden-mckay-accepts-doping-sanction/
usada-1035e17c5288,Daniel Summerhill,2021,美國,自行車,core_checked,U.S. Cycling Athlete Daniel Summerhill Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/daniel-summerhill-accepts-doping-sanction/
usada-82602147d7d4,Brian Abers,2021,美國,自行車,core_checked,U.S. Cycling Athlete Brian Abers Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/brian-abers-accepts-doping-sanction/
usada-22913fa5df5e,Ahje Palmer,2021,美國,舉重,core_checked,U.S. Weightlifting Athlete Ahje Palmer Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/ahje-palmer-accepts-doping-sanction/
usada-48d68f0e2e03,Ernest Prempeh,2018,美國,舉重,core_checked,U.S. Weightlifting Athlete Ernest Prempeh Accepts Sanction for Anti-Doping Rule Violation：2019-05-07 原案公告：M3 檢體與四年期間、成績取消；U.S. Weightlifting Coaches Ernest Prempeh and Bernabe Chavez Accept Sanctions for Anti-Doping Rule Violation：2022-02-04 聯合公告：Prempeh 禁賽期間執教、追加四年、退休停算,https://www.usada.org/sanction/ernest-prempeh-accepts-doping-sanction/
usada-c0bcc1cac884,Bernabe Chavez,2021,美國,舉重,core_checked,U.S. Weightlifting Coaches Ernest Prempeh and Bernabe Chavez Accept Sanctions for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/ernest-prempeh-bernabe-chavez-accept-sanctions/
usada-159a9ae15f32,Ian Wilson,2021,美國,舉重,core_checked,U.S. Weightlifting Athlete Ian Wilson Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/ian-wilson-accepts-doping-sanction/
usada-5f2ba9170fdc,Grace Bowlby,2021,美國,冰球,core_checked,U.S. Ice Hockey Athlete Grace Bowlby Accepts Public Warning：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/grace-bowlby-accepts-public-warning/
usada-05c2efe09f20,Trey Lampkin,2021,美國,帕拉柔道,core_checked,U.S. Paralympic Judo Athlete Trey Lampkin Accepts Public Warning：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/trey-lampkin-accepts-public-warning/
usada-f8c1f2c29e25,Madeline Wethington,2021,美國,冰球,core_checked,U.S. Ice Hockey Athlete Madeline Wethington Accepts Public Warning：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/madeline-wethington-accepts-public-warning/
usada-956ec8818b4b,Jordan Adel,2021,美國,舉重,core_checked,U.S. Weightlifting Athlete Jordan Adel Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/jordan-adel-accepts-doping-sanction/
usada-2afd16a939d4,Noah Webb,2021,美國,鐵人三項,core_checked,U.S. Triathlon Athlete Noah Webb Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/noah-webb-accepts-doping-sanction/
usada-003de817c96a,Hillary Tran,2021,美國,舉重,core_checked,U.S. Weightlifting Athlete Hillary Tran Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/hillary-tran-accepts-doping-sanction/
usada-557b3d045e61,Jamaal Daniels,2021,美國,帕拉田徑,core_checked,U.S. Paralympic Track & Field Coach Jamaal Daniels Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/jamaal-daniels-accepts-doping-sanction/
usada-81ca863aa55c,Matt McWhirter,2021,美國,自行車,core_checked,U.S. Cycling Athlete Matt McWhirter Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/matt-mcwhirter-accepts-doping-sanction/
usada-7047ef231eac,Jacob Lacoste,2021,美國,舉重,core_checked,U.S. Weightlifting Athlete Jacob Lacoste Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/jacob-lacoste-accepts-doping-sanction/
usada-669c86e73b92,McAben Prince,2021,美國,自行車,core_checked,U.S. Cycling Athlete McAben Prince Receives Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/mcaben-receives-doping-sanction/
usada-f72472960e40,Christian Buckley,2021,美國,舉重,core_checked,U.S. Weightlifting Athlete Christian Buckley Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/christian-buckley-accepts-doping-sanction/
usada-c60db428c672,Katherine Compton,2020,美國,自行車,core_checked,U.S. Cycling Athlete Katherine Compton Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/katherine-compton-accepts-doping-sanction/
usada-6cd0ab12872b,Regina Hancock,2021,美國,舉重,core_checked,U.S. Weightlifting Athlete Regina Hancock Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/regina-hancock-accepts-doping-sanction/
usada-8d214edc5d96,Logan Storie,2020,美國,現代五項,core_checked,U.S. Pentathlon Athlete Logan Storie Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/logan-storie-accepts-doping-sanction/
usada-f708f100d313,Josh Sisson,2021,美國,帕拉柔道,core_checked,U.S. Paralympic Judo Athlete Josh Sisson Receives Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/josh-sisson-receives-doping-sanction/
usada-86ac6516e020,Luis Gallardo,2021,美國,舉重,core_checked,U.S. Masters Weightlifting Athlete Luis Gallardo Receives Maximum Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/luis-gallardo-receives-doping-sanction/
usada-6295d61b3ba5,Kahmari Montgomery,2021,美國,田徑,core_checked,U.S. Track & Field Athlete Kahmari Montgomery Accepts the Minimum Applicable Sanction of One Month for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/kahmari-montgomery-accepts-doping-sanction/
usada-4844a2d25120,Zach Gehm,2019,美國,田徑,core_checked,U.S. Track & Field Athlete Zach Gehm Accepts Sanction for Anti-Doping Rule Violation：2019-11-14 原案公告全部實質段落；U.S. Track & Field Athlete Zach Gehm Accepts Additional Sanction for Violating Period of Ineligibility：2021-05-17 追加公告全部實質段落,https://www.usada.org/sanction/zach-gehm-accepts-doping-sanction/
usada-7df0d8ede93d,Keir Pearson,2021,美國,划船,core_checked,U.S. Rowing Athlete Keir Pearson Accepts Lifetime Ban for Anti-Doping Rule Violations：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/keir-pearson-accepts-doping-sanction/
usada-c19d2e9f8557,Tate Jackson,2021,美國,游泳,core_checked,U.S. Swimming Athlete Tate Jackson Accepts the Minimum Applicable Sanction of One Month for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/tate-jackson-accepts-sanction/
usada-aebc5c3ff7f3,Vahe Aivazian,2010,美國,自行車,core_checked,U.S. Cycling Athlete Vahe Aivazian Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/vahe-aivazian-accepts-doping-sanction/
usada-ac7fef21590c,Obichukwu Igbokwe,2020,美國,田徑,core_checked,U.S. Track & Field Athlete Obichukwu Igbokwe Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/obichukwu-igbokwe-accepts-doping-sanction/
usada-c3a050be56a3,Richard Burkett,2020,美國,帕拉射箭,core_checked,U.S. Paralympic Archery Athlete Richard Burkett Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/richard-burkett-accepts-doping-sanction/
usada-1205b7548666,Scott Hisaka,2014,美國,舉重,core_checked,U.S. Weightlifting Athlete Scott Hisaka Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/scott-hisaka-accepts-doping-sanction/
usada-73b73fbed23a,Jasmine Blocker,2020,美國,田徑,core_checked,U.S. Track & Field Athlete Jasmine Blocker Accepts Public Warning：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/jasmine-blocker-accepts-public-warning/
usada-fd1d2cf8f708,Megan Munsell,2020,美國,舉重,core_checked,U.S. Weightlifting Athlete Megan Munsell Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/megan-munsell-accepts-doping-sanction/
usada-90621c3eb5e4,Susanne Williams,2020,美國,舉重,core_checked,U.S. Weightlifting Athlete Susanne Williams Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/susanne-williams-accepts-doping-sanction/
usada-9dd4639a6aac,Robert Pelegrin,2019,美國,自行車,core_checked,U.S. Cycling Athlete Robert Pelegrin Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/robert-pelegrin-accepts-doping-sanction/
usada-6f442259c6e3,Anthony McLaughlin,2016,美國,舉重,core_checked,U.S. Weightlifting Athlete Anthony McLaughlin Receives Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/anthony-mclaughlin-receives-doping-sanction/
usada-9ea9f3b4b3ea,Olivia Fiechter,2020,美國,壁球,core_checked,U.S. Squash Athlete Olivia Fiechter Accepts Public Warning：USADA 公告全部個案實質段落；Three U.S. Squash Athletes Combine to Make History In Santiago：Team USA 2023-11-02 前段：Olivia Weaver (nee Fiechter) 及代表美國,https://www.usada.org/sanction/olivia-fiechter-accepts-public-warning/
usada-3569c6e815d7,Alissandra Hipona,2017,美國,舉重,core_checked,U.S. Weightlifting Athlete Alissandra Hipona Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/alissandra-hipona-accepts-doping-sanction/
usada-4cabe0247888,Jeff Martin,2020,美國,自行車,core_checked,U.S. Cycling Athlete Jeff Martin Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/jeff-martin-accepts-doping-sanction/
usada-8eb48dbaf6e2,Morgan Millican,2020,美國,舉重,core_checked,U.S. Weightlifting Athlete Morgan Millican Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/morgan-millican-accepts-doping-sanction/
usada-9594a41ee3f8,Ridouane Harroufi,2020,美國,田徑,core_checked,U.S. Track & Field Athlete Ridouane Harroufi Accepts Sanction for Second Anti-Doping Rule Violation：USADA 公告全部個案實質段落；Ridouane HARROUFI | Profile | World Athletics：World Athletics 個人頁：出生日期及 MAR until 19 FEB 2020／USA from 20 FEB 2020,https://www.usada.org/sanction/ridouane-harroufi-accepts-second-doping-sanction/
usada-a54a0549888f,Matthew McCullough,2020,美國,舉重,core_checked,U.S. Weightlifting Athlete Matthew McCullough Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/matthew-mccullough-accepts-doping-sanction/
usada-707cea3b489e,Jonathan Wood,2019,美國,自行車,core_checked,U.S. Cycling Athlete Jonathan Wood Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/jonathan-wood-accepts-doping-sanction/
usada-ea963f8d28c3,Tiffany Parlor,2018,美國,舉重,core_checked,U.S. Weightlifting Athlete Tiffany Parlor Receives Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/tiffany-parlor-recieves-doping-violation/
usada-8a0a2483bd13,Barbara Gicquel,2019,美國,自行車,core_checked,U.S. Cycling Athlete Barbara Gicquel Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/barbara-gicquel-accepts-doping-sanction-2/
usada-d8d5e2c3a318,Flavia Paparella,2020,巴西,自行車,core_checked,U.S. Cycling Athlete Flavia Maria De Oliveira Paparella Accepts Sanction for Second Anti-Doping Rule Violation：2020-10-19 原案全部個案實質段落；U.S. Cycling Athlete Flavia De Maria Oliveira Paparella Granted a Reduced Sanction：2021-01-05 減刑公告全部實質段落；：PDF 第 6 頁：Women Entry List by Nation，BRA、完整姓名及 UCI Code BRA19811027；          WOMEN ELITE：PDF 第 3 頁女子菁英第 109 號，完整姓名與 BRA,https://www.usada.org/sanction/flavia-paparella-accepts-second-doping-sanction/
usada-80101a12888d,Danielle Rante,2020,美國,舉重,core_checked,U.S. Weightlifting Athlete Danielle Rante Accepts Sanction for Anti-Doping Rule Violation：2020-07-22 原案全部實質段落；Weightlifting Athlete Danielle Rante Granted a Reduced Sanction：2022-11-03 減刑公告全部實質段落,https://www.usada.org/sanction/danielle-rante-accepts-doping-sanction/
usada-e7f64638afe3,Taff Woolsey,2018,美國,舉重,core_checked,U.S. Weightlifting Athlete Taff Woolsey Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/taff-woolsey-accepts-doping-sanction/
usada-137ddb330f29,Kevin Castille,2019,美國,田徑,core_checked,U.S. Track and Field Athlete Kevin Castille Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/kevin-castille-accepts-doping-sanction/
usada-83915e97921c,Jeff Prusmack,2015,美國,舉重,core_checked,U.S. Weightlifting Athlete Jeff Prusmack Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/jeff-prusmack-accepts-doping-sanction/
usada-3d04ba268799,Justin Glanville,2016,美國,舉重,core_checked,U.S. Weightlifting Athlete Justin Glanville Accepts Sanction for Anti-Doping Rule Violation：個案公告標題及全部個案實質段落；含物質／規則、處分、日期與成績後果，止於通用教育資訊前,https://www.usada.org/sanction/justin-glanville-accepts-doping-sanction/
